Departamento,Municipio_limpio,KeyMpio,PA11_COD_ETNIA,Pueblo,POBLACION_2018
MAGDALENA,ZONA BANANERA,MAGDALENA|ZONA BANANERA,999,Indigena Sin Información,8.0
META,VILLAVICENCIO,META|VILLAVICENCIO,10,Achagua,13.0
META,VILLAVICENCIO,META|VILLAVICENCIO,20,Amorúa,3.0
META,VILLAVICENCIO,META|VILLAVICENCIO,21,Wipiwi ,1.0
META,VILLAVICENCIO,META|VILLAVICENCIO,25,Yamalero ,1.0
META,VILLAVICENCIO,META|VILLAVICENCIO,30,Andoke,2.0
META,VILLAVICENCIO,META|VILLAVICENCIO,40,Arhuaco,9.0
META,VILLAVICENCIO,META|VILLAVICENCIO,50,Wiwa,12.0
META,VILLAVICENCIO,META|VILLAVICENCIO,60,Bara,1.0
META,VILLAVICENCIO,META|VILLAVICENCIO,70,Barasano,5.0
META,VILLAVICENCIO,META|VILLAVICENCIO,80,Bari ,7.0
META,VILLAVICENCIO,META|VILLAVICENCIO,90,Betoye,1.0
META,VILLAVICENCIO,META|VILLAVICENCIO,100,Bora,82.0
META,VILLAVICENCIO,META|VILLAVICENCIO,110,Kawiyarí ,3.0
META,VILLAVICENCIO,META|VILLAVICENCIO,130,Carapana,8.0
META,VILLAVICENCIO,META|VILLAVICENCIO,140,Karijona,4.0
META,VILLAVICENCIO,META|VILLAVICENCIO,170,Cocama ,1.0
META,VILLAVICENCIO,META|VILLAVICENCIO,190,Coreguaje,1.0
META,VILLAVICENCIO,META|VILLAVICENCIO,200,Pijao,88.0
META,VILLAVICENCIO,META|VILLAVICENCIO,210,Awá,10.0
META,VILLAVICENCIO,META|VILLAVICENCIO,220,Cubeo,210.0
META,VILLAVICENCIO,META|VILLAVICENCIO,250,Curripaco ,31.0
META,VILLAVICENCIO,META|VILLAVICENCIO,260,Desano,56.0
META,VILLAVICENCIO,META|VILLAVICENCIO,280,Emberá,10.0
META,VILLAVICENCIO,META|VILLAVICENCIO,281,Emberá Katío,4.0
META,VILLAVICENCIO,META|VILLAVICENCIO,282,Emberá Chamí ,3.0
META,VILLAVICENCIO,META|VILLAVICENCIO,283,Eperara Siapidara ,1.0
META,VILLAVICENCIO,META|VILLAVICENCIO,284,Emberá Dobida,1.0
META,VILLAVICENCIO,META|VILLAVICENCIO,290,Misak ,4.0
META,VILLAVICENCIO,META|VILLAVICENCIO,291,Ambaló,3.0
META,VILLAVICENCIO,META|VILLAVICENCIO,300,Guanaca,1.0
META,VILLAVICENCIO,META|VILLAVICENCIO,310,Wanano ,47.0
META,VILLAVICENCIO,META|VILLAVICENCIO,320,Guayabero ,25.0
META,VILLAVICENCIO,META|VILLAVICENCIO,340,Inga ,63.0
META,VILLAVICENCIO,META|VILLAVICENCIO,350,Kamëntsa ,9.0
META,VILLAVICENCIO,META|VILLAVICENCIO,380,Letuama,1.0
META,VILLAVICENCIO,META|VILLAVICENCIO,410,Makuna ,14.0
META,VILLAVICENCIO,META|VILLAVICENCIO,430,Nukak,1.0
META,VILLAVICENCIO,META|VILLAVICENCIO,435,Makú ,1.0
META,VILLAVICENCIO,META|VILLAVICENCIO,450,Matapí ,4.0
META,VILLAVICENCIO,META|VILLAVICENCIO,455,Je´Eruriwa,8.0
META,VILLAVICENCIO,META|VILLAVICENCIO,470,Muisca,20.0
META,VILLAVICENCIO,META|VILLAVICENCIO,480,Nonuya ,3.0
META,VILLAVICENCIO,META|VILLAVICENCIO,490,Ocaina,3.0
META,VILLAVICENCIO,META|VILLAVICENCIO,500,Nasa,31.0
META,VILLAVICENCIO,META|VILLAVICENCIO,510,Piapoco,47.0
META,VILLAVICENCIO,META|VILLAVICENCIO,520,Piaroa,1.0
META,VILLAVICENCIO,META|VILLAVICENCIO,530,Piratapuyo ,10.0
META,VILLAVICENCIO,META|VILLAVICENCIO,550,Puinave,10.0
META,VILLAVICENCIO,META|VILLAVICENCIO,560,Pastos ,18.0
META,VILLAVICENCIO,META|VILLAVICENCIO,570,Sáliva,19.0
META,VILLAVICENCIO,META|VILLAVICENCIO,580,Sikuani ,104.0
META,VILLAVICENCIO,META|VILLAVICENCIO,590,Siona,1.0
META,VILLAVICENCIO,META|VILLAVICENCIO,600,Siriano ,35.0
META,VILLAVICENCIO,META|VILLAVICENCIO,610,Taiwano,3.0
META,VILLAVICENCIO,META|VILLAVICENCIO,620,Tanimuka ,2.0
META,VILLAVICENCIO,META|VILLAVICENCIO,630,Tariano,2.0
META,VILLAVICENCIO,META|VILLAVICENCIO,640,Tatuyo,91.0
META,VILLAVICENCIO,META|VILLAVICENCIO,660,Tikuna ,14.0
META,VILLAVICENCIO,META|VILLAVICENCIO,680,Tukano,86.0
META,VILLAVICENCIO,META|VILLAVICENCIO,690,U`Wa ,7.0
META,VILLAVICENCIO,META|VILLAVICENCIO,700,Tuyuca,15.0
META,VILLAVICENCIO,META|VILLAVICENCIO,710,Wounan,2.0
META,VILLAVICENCIO,META|VILLAVICENCIO,720,Wayuu,21.0
META,VILLAVICENCIO,META|VILLAVICENCIO,730,Muruí,121.0
META,VILLAVICENCIO,META|VILLAVICENCIO,731,Muinane ,2.0
META,VILLAVICENCIO,META|VILLAVICENCIO,732,Yarí,1.0
META,VILLAVICENCIO,META|VILLAVICENCIO,740,Yagua ,2.0
META,VILLAVICENCIO,META|VILLAVICENCIO,750,Yanacona ,7.0
META,VILLAVICENCIO,META|VILLAVICENCIO,770,Yukuna ,5.0
META,VILLAVICENCIO,META|VILLAVICENCIO,780,Yukpa ,2.0
META,VILLAVICENCIO,META|VILLAVICENCIO,790,Yurutí ,16.0
META,VILLAVICENCIO,META|VILLAVICENCIO,800,Zenú ,7.0
META,VILLAVICENCIO,META|VILLAVICENCIO,810,Guane,1.0
META,VILLAVICENCIO,META|VILLAVICENCIO,820,Mokana,3.0
META,VILLAVICENCIO,META|VILLAVICENCIO,940,Indígenas Brasil,3.0
META,VILLAVICENCIO,META|VILLAVICENCIO,941,Yeral,4.0
META,VILLAVICENCIO,META|VILLAVICENCIO,970,Maya (Guatemala),1.0
META,VILLAVICENCIO,META|VILLAVICENCIO,999,Indigena Sin Información,161.0
META,ACACÍAS,META|ACACÍAS,10,Achagua,1.0
META,ACACÍAS,META|ACACÍAS,21,Wipiwi ,1.0
META,ACACÍAS,META|ACACÍAS,50,Wiwa,1.0
META,ACACÍAS,META|ACACÍAS,110,Kawiyarí ,2.0
META,ACACÍAS,META|ACACÍAS,130,Carapana,1.0
META,ACACÍAS,META|ACACÍAS,140,Karijona,1.0
META,ACACÍAS,META|ACACÍAS,170,Cocama ,1.0
META,ACACÍAS,META|ACACÍAS,190,Coreguaje,1.0
META,ACACÍAS,META|ACACÍAS,200,Pijao,22.0
META,ACACÍAS,META|ACACÍAS,210,Awá,1.0
META,ACACÍAS,META|ACACÍAS,220,Cubeo,7.0
META,ACACÍAS,META|ACACÍAS,250,Curripaco ,5.0
META,ACACÍAS,META|ACACÍAS,280,Emberá,2.0
META,ACACÍAS,META|ACACÍAS,281,Emberá Katío,2.0
META,ACACÍAS,META|ACACÍAS,282,Emberá Chamí ,3.0
META,ACACÍAS,META|ACACÍAS,310,Wanano ,5.0
META,ACACÍAS,META|ACACÍAS,320,Guayabero ,5.0
META,ACACÍAS,META|ACACÍAS,330,Cañamomo Lomaprieta,1.0
META,ACACÍAS,META|ACACÍAS,340,Inga ,3.0
META,ACACÍAS,META|ACACÍAS,450,Matapí ,2.0
META,ACACÍAS,META|ACACÍAS,470,Muisca,3.0
META,ACACÍAS,META|ACACÍAS,500,Nasa,6.0
META,ACACÍAS,META|ACACÍAS,510,Piapoco,4.0
META,ACACÍAS,META|ACACÍAS,530,Piratapuyo ,2.0
META,ACACÍAS,META|ACACÍAS,550,Puinave,3.0
META,ACACÍAS,META|ACACÍAS,560,Pastos ,1.0
META,ACACÍAS,META|ACACÍAS,580,Sikuani ,10.0
META,ACACÍAS,META|ACACÍAS,620,Tanimuka ,2.0
META,ACACÍAS,META|ACACÍAS,660,Tikuna ,9.0
META,ACACÍAS,META|ACACÍAS,680,Tukano,1.0
META,ACACÍAS,META|ACACÍAS,700,Tuyuca,1.0
META,ACACÍAS,META|ACACÍAS,720,Wayuu,4.0
META,ACACÍAS,META|ACACÍAS,730,Muruí,3.0
META,ACACÍAS,META|ACACÍAS,750,Yanacona ,1.0
META,ACACÍAS,META|ACACÍAS,800,Zenú ,5.0
META,ACACÍAS,META|ACACÍAS,941,Yeral,2.0
META,ACACÍAS,META|ACACÍAS,999,Indigena Sin Información,16.0
META,BARRANCA DE UPÍA,META|BARRANCA DE UPÍA,200,Pijao,1.0
META,BARRANCA DE UPÍA,META|BARRANCA DE UPÍA,999,Indigena Sin Información,2.0
META,CABUYARO,META|CABUYARO,10,Achagua,1.0
META,CABUYARO,META|CABUYARO,40,Arhuaco,2.0
META,CABUYARO,META|CABUYARO,50,Wiwa,4.0
META,CABUYARO,META|CABUYARO,150,Chimila ,2.0
META,CABUYARO,META|CABUYARO,200,Pijao,23.0
META,CABUYARO,META|CABUYARO,220,Cubeo,12.0
META,CABUYARO,META|CABUYARO,281,Emberá Katío,22.0
META,CABUYARO,META|CABUYARO,310,Wanano ,4.0
META,CABUYARO,META|CABUYARO,320,Guayabero ,1.0
META,CABUYARO,META|CABUYARO,470,Muisca,1.0
META,CABUYARO,META|CABUYARO,500,Nasa,2.0
META,CABUYARO,META|CABUYARO,510,Piapoco,8.0
META,CABUYARO,META|CABUYARO,580,Sikuani ,1.0
META,CABUYARO,META|CABUYARO,680,Tukano,2.0
META,CABUYARO,META|CABUYARO,700,Tuyuca,7.0
META,CABUYARO,META|CABUYARO,720,Wayuu,11.0
META,CABUYARO,META|CABUYARO,730,Muruí,1.0
META,CABUYARO,META|CABUYARO,750,Yanacona ,3.0
META,CABUYARO,META|CABUYARO,800,Zenú ,2.0
META,CABUYARO,META|CABUYARO,940,Indígenas Brasil,1.0
META,CABUYARO,META|CABUYARO,941,Yeral,2.0
META,CABUYARO,META|CABUYARO,999,Indigena Sin Información,1.0
META,CASTILLA LA NUEVA,META|CASTILLA LA NUEVA,10,Achagua,1.0
META,CASTILLA LA NUEVA,META|CASTILLA LA NUEVA,40,Arhuaco,3.0
META,CASTILLA LA NUEVA,META|CASTILLA LA NUEVA,200,Pijao,3.0
META,CASTILLA LA NUEVA,META|CASTILLA LA NUEVA,220,Cubeo,2.0
META,CASTILLA LA NUEVA,META|CASTILLA LA NUEVA,310,Wanano ,1.0
META,CASTILLA LA NUEVA,META|CASTILLA LA NUEVA,500,Nasa,11.0
META,CASTILLA LA NUEVA,META|CASTILLA LA NUEVA,570,Sáliva,1.0
META,CASTILLA LA NUEVA,META|CASTILLA LA NUEVA,690,U`Wa ,1.0
META,CASTILLA LA NUEVA,META|CASTILLA LA NUEVA,730,Muruí,2.0
META,CASTILLA LA NUEVA,META|CASTILLA LA NUEVA,999,Indigena Sin Información,5.0
META,CUBARRAL,META|CUBARRAL,200,Pijao,4.0
META,CUBARRAL,META|CUBARRAL,220,Cubeo,2.0
META,CUBARRAL,META|CUBARRAL,410,Makuna ,1.0
META,CUBARRAL,META|CUBARRAL,560,Pastos ,1.0
META,CUBARRAL,META|CUBARRAL,720,Wayuu,1.0
META,CUBARRAL,META|CUBARRAL,730,Muruí,1.0
META,CUBARRAL,META|CUBARRAL,770,Yukuna ,1.0
META,CUMARAL,META|CUMARAL,200,Pijao,3.0
META,CUMARAL,META|CUMARAL,220,Cubeo,4.0
META,CUMARAL,META|CUMARAL,310,Wanano ,2.0
META,CUMARAL,META|CUMARAL,410,Makuna ,1.0
META,CUMARAL,META|CUMARAL,470,Muisca,1.0
META,CUMARAL,META|CUMARAL,510,Piapoco,1.0
META,CUMARAL,META|CUMARAL,580,Sikuani ,1.0
META,CUMARAL,META|CUMARAL,710,Wounan,2.0
META,CUMARAL,META|CUMARAL,750,Yanacona ,1.0
META,CUMARAL,META|CUMARAL,770,Yukuna ,1.0
META,CUMARAL,META|CUMARAL,999,Indigena Sin Información,5.0
META,EL CALVARIO,META|EL CALVARIO,900,Indígenas Ecuador (Diferente De Otavaleños),1.0
META,EL CASTILLO,META|EL CASTILLO,530,Piratapuyo ,1.0
META,EL CASTILLO,META|EL CASTILLO,750,Yanacona ,2.0
META,EL DORADO,META|EL DORADO,26,Yaruro ,1.0
META,EL DORADO,META|EL DORADO,90,Betoye,1.0
META,EL DORADO,META|EL DORADO,200,Pijao,4.0
META,EL DORADO,META|EL DORADO,220,Cubeo,1.0
META,EL DORADO,META|EL DORADO,480,Nonuya ,1.0
META,EL DORADO,META|EL DORADO,500,Nasa,5.0
META,EL DORADO,META|EL DORADO,580,Sikuani ,1.0
META,EL DORADO,META|EL DORADO,700,Tuyuca,1.0
META,EL DORADO,META|EL DORADO,720,Wayuu,1.0
META,EL DORADO,META|EL DORADO,999,Indigena Sin Información,1.0
META,FUENTE DE ORO,META|FUENTE DE ORO,580,Sikuani ,4.0
META,FUENTE DE ORO,META|FUENTE DE ORO,680,Tukano,3.0
META,FUENTE DE ORO,META|FUENTE DE ORO,999,Indigena Sin Información,1.0
META,GRANADA,META|GRANADA,10,Achagua,1.0
META,GRANADA,META|GRANADA,40,Arhuaco,3.0
META,GRANADA,META|GRANADA,200,Pijao,9.0
META,GRANADA,META|GRANADA,210,Awá,1.0
META,GRANADA,META|GRANADA,220,Cubeo,2.0
META,GRANADA,META|GRANADA,250,Curripaco ,5.0
META,GRANADA,META|GRANADA,260,Desano,1.0
META,GRANADA,META|GRANADA,280,Emberá,3.0
META,GRANADA,META|GRANADA,282,Emberá Chamí ,2.0
META,GRANADA,META|GRANADA,290,Misak ,1.0
META,GRANADA,META|GRANADA,310,Wanano ,3.0
META,GRANADA,META|GRANADA,340,Inga ,10.0
META,GRANADA,META|GRANADA,500,Nasa,12.0
META,GRANADA,META|GRANADA,510,Piapoco,1.0
META,GRANADA,META|GRANADA,560,Pastos ,1.0
META,GRANADA,META|GRANADA,580,Sikuani ,15.0
META,GRANADA,META|GRANADA,660,Tikuna ,5.0
META,GRANADA,META|GRANADA,680,Tukano,27.0
META,GRANADA,META|GRANADA,700,Tuyuca,3.0
META,GRANADA,META|GRANADA,720,Wayuu,10.0
META,GRANADA,META|GRANADA,730,Muruí,1.0
META,GRANADA,META|GRANADA,750,Yanacona ,4.0
META,GRANADA,META|GRANADA,770,Yukuna ,1.0
META,GRANADA,META|GRANADA,790,Yurutí ,1.0
META,GRANADA,META|GRANADA,941,Yeral,1.0
META,GRANADA,META|GRANADA,999,Indigena Sin Información,17.0
META,GUAMAL,META|GUAMAL,26,Yaruro ,3.0
META,GUAMAL,META|GUAMAL,220,Cubeo,1.0
META,GUAMAL,META|GUAMAL,330,Cañamomo Lomaprieta,1.0
META,GUAMAL,META|GUAMAL,470,Muisca,1.0
META,GUAMAL,META|GUAMAL,600,Siriano ,4.0
META,GUAMAL,META|GUAMAL,800,Zenú ,1.0
META,GUAMAL,META|GUAMAL,999,Indigena Sin Información,1.0
META,MAPIRIPÁN,META|MAPIRIPÁN,220,Cubeo,2.0
META,MAPIRIPÁN,META|MAPIRIPÁN,310,Wanano ,6.0
META,MAPIRIPÁN,META|MAPIRIPÁN,320,Guayabero ,905.0
META,MAPIRIPÁN,META|MAPIRIPÁN,500,Nasa,1.0
META,MAPIRIPÁN,META|MAPIRIPÁN,510,Piapoco,1.0
META,MAPIRIPÁN,META|MAPIRIPÁN,580,Sikuani ,732.0
META,MAPIRIPÁN,META|MAPIRIPÁN,680,Tukano,1.0
META,MAPIRIPÁN,META|MAPIRIPÁN,840,Kichwa,3.0
META,MAPIRIPÁN,META|MAPIRIPÁN,855,Tayronas,1.0
META,MAPIRIPÁN,META|MAPIRIPÁN,940,Indígenas Brasil,1.0
META,MAPIRIPÁN,META|MAPIRIPÁN,999,Indigena Sin Información,15.0
META,MESETAS,META|MESETAS,10,Achagua,8.0
META,MESETAS,META|MESETAS,200,Pijao,5.0
META,MESETAS,META|MESETAS,280,Emberá,4.0
META,MESETAS,META|MESETAS,282,Emberá Chamí ,6.0
META,MESETAS,META|MESETAS,290,Misak ,1.0
META,MESETAS,META|MESETAS,310,Wanano ,1.0
META,MESETAS,META|MESETAS,320,Guayabero ,1.0
META,MESETAS,META|MESETAS,500,Nasa,491.0
META,MESETAS,META|MESETAS,570,Sáliva,7.0
META,MESETAS,META|MESETAS,680,Tukano,1.0
META,MESETAS,META|MESETAS,690,U`Wa ,1.0
META,MESETAS,META|MESETAS,830,Otavaleño,1.0
META,MESETAS,META|MESETAS,900,Indígenas Ecuador (Diferente De Otavaleños),4.0
META,MESETAS,META|MESETAS,999,Indigena Sin Información,42.0
META,LA MACARENA,META|LA MACARENA,20,Amorúa,3.0
META,LA MACARENA,META|LA MACARENA,21,Wipiwi ,1.0
META,LA MACARENA,META|LA MACARENA,26,Yaruro ,3.0
META,LA MACARENA,META|LA MACARENA,30,Andoke,1.0
META,LA MACARENA,META|LA MACARENA,40,Arhuaco,2.0
META,LA MACARENA,META|LA MACARENA,50,Wiwa,1.0
META,LA MACARENA,META|LA MACARENA,200,Pijao,333.0
META,LA MACARENA,META|LA MACARENA,220,Cubeo,1.0
META,LA MACARENA,META|LA MACARENA,280,Emberá,4.0
META,LA MACARENA,META|LA MACARENA,281,Emberá Katío,1.0
META,LA MACARENA,META|LA MACARENA,282,Emberá Chamí ,84.0
META,LA MACARENA,META|LA MACARENA,310,Wanano ,10.0
META,LA MACARENA,META|LA MACARENA,320,Guayabero ,5.0
META,LA MACARENA,META|LA MACARENA,340,Inga ,1.0
META,LA MACARENA,META|LA MACARENA,370,Kogui ,1.0
META,LA MACARENA,META|LA MACARENA,410,Makuna ,2.0
META,LA MACARENA,META|LA MACARENA,470,Muisca,3.0
META,LA MACARENA,META|LA MACARENA,500,Nasa,242.0
META,LA MACARENA,META|LA MACARENA,510,Piapoco,1.0
META,LA MACARENA,META|LA MACARENA,530,Piratapuyo ,54.0
META,LA MACARENA,META|LA MACARENA,550,Puinave,1.0
META,LA MACARENA,META|LA MACARENA,580,Sikuani ,1.0
META,LA MACARENA,META|LA MACARENA,621,Tanigua ,134.0
META,LA MACARENA,META|LA MACARENA,680,Tukano,20.0
META,LA MACARENA,META|LA MACARENA,710,Wounan,1.0
META,LA MACARENA,META|LA MACARENA,730,Muruí,1.0
META,LA MACARENA,META|LA MACARENA,732,Yarí,4.0
META,LA MACARENA,META|LA MACARENA,740,Yagua ,7.0
META,LA MACARENA,META|LA MACARENA,800,Zenú ,1.0
META,LA MACARENA,META|LA MACARENA,840,Kichwa,1.0
META,URIBE,META|URIBE,10,Achagua,5.0
META,URIBE,META|URIBE,140,Karijona,1.0
META,URIBE,META|URIBE,200,Pijao,3.0
META,URIBE,META|URIBE,280,Emberá,68.0
META,URIBE,META|URIBE,281,Emberá Katío,7.0
META,URIBE,META|URIBE,282,Emberá Chamí ,52.0
META,URIBE,META|URIBE,290,Misak ,43.0
META,URIBE,META|URIBE,310,Wanano ,1.0
META,URIBE,META|URIBE,500,Nasa,229.0
META,URIBE,META|URIBE,750,Yanacona ,2.0
META,URIBE,META|URIBE,999,Indigena Sin Información,2.0
META,LEJANÍAS,META|LEJANÍAS,30,Andoke,6.0
META,LEJANÍAS,META|LEJANÍAS,50,Wiwa,1.0
META,LEJANÍAS,META|LEJANÍAS,220,Cubeo,1.0
META,LEJANÍAS,META|LEJANÍAS,260,Desano,1.0
META,LEJANÍAS,META|LEJANÍAS,280,Emberá,1.0
META,LEJANÍAS,META|LEJANÍAS,282,Emberá Chamí ,77.0
META,LEJANÍAS,META|LEJANÍAS,320,Guayabero ,1.0
META,LEJANÍAS,META|LEJANÍAS,500,Nasa,1.0
META,LEJANÍAS,META|LEJANÍAS,680,Tukano,1.0
META,PUERTO CONCORDIA,META|PUERTO CONCORDIA,21,Wipiwi ,15.0
META,PUERTO CONCORDIA,META|PUERTO CONCORDIA,60,Bara,1.0
META,PUERTO CONCORDIA,META|PUERTO CONCORDIA,200,Pijao,1.0
META,PUERTO CONCORDIA,META|PUERTO CONCORDIA,220,Cubeo,6.0
META,PUERTO CONCORDIA,META|PUERTO CONCORDIA,260,Desano,1.0
META,PUERTO CONCORDIA,META|PUERTO CONCORDIA,310,Wanano ,2.0
META,PUERTO CONCORDIA,META|PUERTO CONCORDIA,320,Guayabero ,548.0
META,PUERTO CONCORDIA,META|PUERTO CONCORDIA,510,Piapoco,1.0
META,PUERTO CONCORDIA,META|PUERTO CONCORDIA,580,Sikuani ,1.0
META,PUERTO CONCORDIA,META|PUERTO CONCORDIA,680,Tukano,3.0
META,PUERTO CONCORDIA,META|PUERTO CONCORDIA,720,Wayuu,1.0
META,PUERTO CONCORDIA,META|PUERTO CONCORDIA,999,Indigena Sin Información,1.0
META,PUERTO GAITÁN,META|PUERTO GAITÁN,10,Achagua,12.0
META,PUERTO GAITÁN,META|PUERTO GAITÁN,20,Amorúa,4.0
META,PUERTO GAITÁN,META|PUERTO GAITÁN,21,Wipiwi ,1.0
META,PUERTO GAITÁN,META|PUERTO GAITÁN,30,Andoke,12.0
META,PUERTO GAITÁN,META|PUERTO GAITÁN,40,Arhuaco,1.0
META,PUERTO GAITÁN,META|PUERTO GAITÁN,60,Bara,4.0
META,PUERTO GAITÁN,META|PUERTO GAITÁN,200,Pijao,4.0
META,PUERTO GAITÁN,META|PUERTO GAITÁN,220,Cubeo,45.0
META,PUERTO GAITÁN,META|PUERTO GAITÁN,250,Curripaco ,7.0
META,PUERTO GAITÁN,META|PUERTO GAITÁN,260,Desano,1.0
META,PUERTO GAITÁN,META|PUERTO GAITÁN,280,Emberá,1.0
META,PUERTO GAITÁN,META|PUERTO GAITÁN,282,Emberá Chamí ,1.0
META,PUERTO GAITÁN,META|PUERTO GAITÁN,283,Eperara Siapidara ,1.0
META,PUERTO GAITÁN,META|PUERTO GAITÁN,290,Misak ,2.0
META,PUERTO GAITÁN,META|PUERTO GAITÁN,310,Wanano ,1.0
META,PUERTO GAITÁN,META|PUERTO GAITÁN,320,Guayabero ,1.0
META,PUERTO GAITÁN,META|PUERTO GAITÁN,350,Kamëntsa ,3.0
META,PUERTO GAITÁN,META|PUERTO GAITÁN,500,Nasa,2.0
META,PUERTO GAITÁN,META|PUERTO GAITÁN,510,Piapoco,909.0
META,PUERTO GAITÁN,META|PUERTO GAITÁN,570,Sáliva,431.0
META,PUERTO GAITÁN,META|PUERTO GAITÁN,580,Sikuani ,11057.0
META,PUERTO GAITÁN,META|PUERTO GAITÁN,590,Siona,1.0
META,PUERTO GAITÁN,META|PUERTO GAITÁN,600,Siriano ,1.0
META,PUERTO GAITÁN,META|PUERTO GAITÁN,630,Tariano,3.0
META,PUERTO GAITÁN,META|PUERTO GAITÁN,660,Tikuna ,1.0
META,PUERTO GAITÁN,META|PUERTO GAITÁN,680,Tukano,8.0
META,PUERTO GAITÁN,META|PUERTO GAITÁN,850,Kankuamo,3.0
META,PUERTO GAITÁN,META|PUERTO GAITÁN,855,Tayronas,3.0
META,PUERTO GAITÁN,META|PUERTO GAITÁN,950,Indígenas Panama,1.0
META,PUERTO GAITÁN,META|PUERTO GAITÁN,999,Indigena Sin Información,59.0
META,PUERTO LÓPEZ,META|PUERTO LÓPEZ,10,Achagua,747.0
META,PUERTO LÓPEZ,META|PUERTO LÓPEZ,20,Amorúa,1.0
META,PUERTO LÓPEZ,META|PUERTO LÓPEZ,25,Yamalero ,1.0
META,PUERTO LÓPEZ,META|PUERTO LÓPEZ,26,Yaruro ,3.0
META,PUERTO LÓPEZ,META|PUERTO LÓPEZ,60,Bara,1.0
META,PUERTO LÓPEZ,META|PUERTO LÓPEZ,70,Barasano,1.0
META,PUERTO LÓPEZ,META|PUERTO LÓPEZ,80,Bari ,2.0
META,PUERTO LÓPEZ,META|PUERTO LÓPEZ,130,Carapana,2.0
META,PUERTO LÓPEZ,META|PUERTO LÓPEZ,140,Karijona,1.0
META,PUERTO LÓPEZ,META|PUERTO LÓPEZ,190,Coreguaje,1.0
META,PUERTO LÓPEZ,META|PUERTO LÓPEZ,200,Pijao,67.0
META,PUERTO LÓPEZ,META|PUERTO LÓPEZ,220,Cubeo,7.0
META,PUERTO LÓPEZ,META|PUERTO LÓPEZ,250,Curripaco ,2.0
META,PUERTO LÓPEZ,META|PUERTO LÓPEZ,260,Desano,2.0
META,PUERTO LÓPEZ,META|PUERTO LÓPEZ,282,Emberá Chamí ,1.0
META,PUERTO LÓPEZ,META|PUERTO LÓPEZ,290,Misak ,1.0
META,PUERTO LÓPEZ,META|PUERTO LÓPEZ,310,Wanano ,1.0
META,PUERTO LÓPEZ,META|PUERTO LÓPEZ,431,Kakua,1.0
META,PUERTO LÓPEZ,META|PUERTO LÓPEZ,470,Muisca,2.0
META,PUERTO LÓPEZ,META|PUERTO LÓPEZ,500,Nasa,4.0
META,PUERTO LÓPEZ,META|PUERTO LÓPEZ,510,Piapoco,364.0
META,PUERTO LÓPEZ,META|PUERTO LÓPEZ,570,Sáliva,21.0
META,PUERTO LÓPEZ,META|PUERTO LÓPEZ,580,Sikuani ,26.0
META,PUERTO LÓPEZ,META|PUERTO LÓPEZ,600,Siriano ,11.0
META,PUERTO LÓPEZ,META|PUERTO LÓPEZ,680,Tukano,1.0
META,PUERTO LÓPEZ,META|PUERTO LÓPEZ,700,Tuyuca,2.0
META,PUERTO LÓPEZ,META|PUERTO LÓPEZ,730,Muruí,2.0
META,PUERTO LÓPEZ,META|PUERTO LÓPEZ,790,Yurutí ,2.0
META,PUERTO LÓPEZ,META|PUERTO LÓPEZ,800,Zenú ,6.0
META,PUERTO LÓPEZ,META|PUERTO LÓPEZ,900,Indígenas Ecuador (Diferente De Otavaleños),1.0
META,PUERTO LÓPEZ,META|PUERTO LÓPEZ,999,Indigena Sin Información,26.0
META,PUERTO LLERAS,META|PUERTO LLERAS,10,Achagua,2.0
META,PUERTO LLERAS,META|PUERTO LLERAS,50,Wiwa,1.0
META,PUERTO LLERAS,META|PUERTO LLERAS,220,Cubeo,1.0
META,PUERTO LLERAS,META|PUERTO LLERAS,260,Desano,2.0
META,PUERTO LLERAS,META|PUERTO LLERAS,320,Guayabero ,6.0
META,PUERTO LLERAS,META|PUERTO LLERAS,340,Inga ,1.0
META,PUERTO LLERAS,META|PUERTO LLERAS,350,Kamëntsa ,1.0
META,PUERTO LLERAS,META|PUERTO LLERAS,370,Kogui ,2.0
META,PUERTO LLERAS,META|PUERTO LLERAS,470,Muisca,1.0
META,PUERTO LLERAS,META|PUERTO LLERAS,500,Nasa,6.0
META,PUERTO LLERAS,META|PUERTO LLERAS,530,Piratapuyo ,22.0
META,PUERTO LLERAS,META|PUERTO LLERAS,570,Sáliva,3.0
META,PUERTO LLERAS,META|PUERTO LLERAS,680,Tukano,1.0
META,PUERTO LLERAS,META|PUERTO LLERAS,730,Muruí,2.0
META,PUERTO LLERAS,META|PUERTO LLERAS,790,Yurutí ,3.0
META,PUERTO LLERAS,META|PUERTO LLERAS,840,Kichwa,1.0
META,PUERTO LLERAS,META|PUERTO LLERAS,999,Indigena Sin Información,3.0
META,PUERTO RICO,META|PUERTO RICO,10,Achagua,2.0
META,PUERTO RICO,META|PUERTO RICO,200,Pijao,1.0
META,PUERTO RICO,META|PUERTO RICO,280,Emberá,2.0
META,PUERTO RICO,META|PUERTO RICO,290,Misak ,1.0
META,PUERTO RICO,META|PUERTO RICO,500,Nasa,2.0
META,PUERTO RICO,META|PUERTO RICO,660,Tikuna ,1.0
META,PUERTO RICO,META|PUERTO RICO,900,Indígenas Ecuador (Diferente De Otavaleños),6.0
META,PUERTO RICO,META|PUERTO RICO,999,Indigena Sin Información,2.0
META,RESTREPO,META|RESTREPO,60,Bara,3.0
META,RESTREPO,META|RESTREPO,130,Carapana,1.0
