DEPARTAMENTO,MUNICIPIO,PA11_COD_ETNIA,POBLACION_2018
BOYACÁ,EL COCUY (BOY),1,2.0
BOYACÁ,EL COCUY (BOY),690,2.0
BOYACÁ,EL ESPINO (BOY),1,7.0
BOYACÁ,EL ESPINO (BOY),50,5.0
BOYACÁ,EL ESPINO (BOY),690,2.0
BOYACÁ,FIRAVITOBA (BOY),1,3.0
BOYACÁ,FIRAVITOBA (BOY),290,2.0
BOYACÁ,FIRAVITOBA (BOY),470,1.0
BOYACÁ,FLORESTA (BOY),1,5.0
BOYACÁ,FLORESTA (BOY),690,3.0
BOYACÁ,FLORESTA (BOY),720,1.0
BOYACÁ,FLORESTA (BOY),800,1.0
BOYACÁ,GARAGOA (BOY),1,3.0
BOYACÁ,GARAGOA (BOY),500,2.0
BOYACÁ,GARAGOA (BOY),730,1.0
BOYACÁ,GUATEQUE (BOY),1,1.0
BOYACÁ,GUATEQUE (BOY),690,1.0
BOYACÁ,GUAYATÁ (BOY),1,1.0
BOYACÁ,GUAYATÁ (BOY),720,1.0
BOYACÁ,GÜICÁN DE LA SIERRA (BOY),1,810.0
BOYACÁ,GÜICÁN DE LA SIERRA (BOY),690,810.0
BOYACÁ,IZA (BOY),1,10.0
BOYACÁ,IZA (BOY),50,1.0
BOYACÁ,IZA (BOY),470,9.0
BOYACÁ,LABRANZAGRANDE (BOY),1,1.0
BOYACÁ,LABRANZAGRANDE (BOY),470,1.0
BOYACÁ,MACANAL (BOY),1,1.0
BOYACÁ,MACANAL (BOY),580,1.0
BOYACÁ,MARIPÍ (BOY),1,11.0
BOYACÁ,MARIPÍ (BOY),510,1.0
BOYACÁ,MARIPÍ (BOY),620,1.0
BOYACÁ,MARIPÍ (BOY),660,1.0
BOYACÁ,MARIPÍ (BOY),690,7.0
BOYACÁ,MARIPÍ (BOY),770,1.0
BOYACÁ,MIRAFLORES (BOY),1,2.0
BOYACÁ,MIRAFLORES (BOY),470,2.0
BOYACÁ,MONIQUIRÁ (BOY),1,1.0
BOYACÁ,MONIQUIRÁ (BOY),460,1.0
BOYACÁ,MUZO (BOY),1,10.0
BOYACÁ,MUZO (BOY),500,3.0
BOYACÁ,MUZO (BOY),730,5.0
BOYACÁ,MUZO (BOY),800,1.0
BOYACÁ,MUZO (BOY),999,1.0
BOYACÁ,OTANCHE (BOY),1,2.0
BOYACÁ,OTANCHE (BOY),30,1.0
BOYACÁ,OTANCHE (BOY),80,1.0
BOYACÁ,PAIPA (BOY),1,8.0
BOYACÁ,PAIPA (BOY),281,1.0
BOYACÁ,PAIPA (BOY),470,1.0
BOYACÁ,PAIPA (BOY),900,3.0
BOYACÁ,PAIPA (BOY),999,3.0
BOYACÁ,PANQUEBA (BOY),1,1.0
BOYACÁ,PANQUEBA (BOY),690,1.0
BOYACÁ,PAUNA (BOY),1,1.0
BOYACÁ,PAUNA (BOY),999,1.0
BOYACÁ,PUERTO BOYACÁ (BOY),1,268.0
BOYACÁ,PUERTO BOYACÁ (BOY),40,3.0
BOYACÁ,PUERTO BOYACÁ (BOY),80,3.0
BOYACÁ,PUERTO BOYACÁ (BOY),200,2.0
BOYACÁ,PUERTO BOYACÁ (BOY),240,1.0
BOYACÁ,PUERTO BOYACÁ (BOY),280,59.0
BOYACÁ,PUERTO BOYACÁ (BOY),281,152.0
BOYACÁ,PUERTO BOYACÁ (BOY),282,31.0
BOYACÁ,PUERTO BOYACÁ (BOY),340,5.0
BOYACÁ,PUERTO BOYACÁ (BOY),580,1.0
BOYACÁ,PUERTO BOYACÁ (BOY),720,1.0
BOYACÁ,PUERTO BOYACÁ (BOY),750,1.0
BOYACÁ,PUERTO BOYACÁ (BOY),800,3.0
BOYACÁ,PUERTO BOYACÁ (BOY),999,6.0
BOYACÁ,QUÍPAMA (BOY),1,1.0
BOYACÁ,QUÍPAMA (BOY),281,1.0
BOYACÁ,RAMIRIQUÍ (BOY),1,1.0
BOYACÁ,RAMIRIQUÍ (BOY),350,1.0
BOYACÁ,RÁQUIRA (BOY),1,16.0
BOYACÁ,RÁQUIRA (BOY),40,1.0
BOYACÁ,RÁQUIRA (BOY),50,1.0
BOYACÁ,RÁQUIRA (BOY),170,1.0
BOYACÁ,RÁQUIRA (BOY),470,10.0
BOYACÁ,RÁQUIRA (BOY),500,1.0
BOYACÁ,RÁQUIRA (BOY),999,2.0
BOYACÁ,SABOYÁ (BOY),1,1.0
BOYACÁ,SABOYÁ (BOY),690,1.0
BOYACÁ,SAMACÁ (BOY),1,28.0
BOYACÁ,SAMACÁ (BOY),40,2.0
BOYACÁ,SAMACÁ (BOY),240,1.0
BOYACÁ,SAMACÁ (BOY),281,1.0
BOYACÁ,SAMACÁ (BOY),282,11.0
BOYACÁ,SAMACÁ (BOY),470,4.0
BOYACÁ,SAMACÁ (BOY),500,6.0
BOYACÁ,SAMACÁ (BOY),800,1.0
BOYACÁ,SAMACÁ (BOY),999,2.0
BOYACÁ,SAN LUIS DE GACENO (BOY),1,4.0
BOYACÁ,SAN LUIS DE GACENO (BOY),840,1.0
BOYACÁ,SAN LUIS DE GACENO (BOY),900,3.0
BOYACÁ,SAN PABLO DE BORBUR (BOY),1,1.0
BOYACÁ,SAN PABLO DE BORBUR (BOY),840,1.0
BOYACÁ,SANTA ROSA DE VITERBO (BOY),1,8.0
BOYACÁ,SANTA ROSA DE VITERBO (BOY),470,5.0
BOYACÁ,SANTA ROSA DE VITERBO (BOY),660,1.0
BOYACÁ,SANTA ROSA DE VITERBO (BOY),690,1.0
BOYACÁ,SANTA ROSA DE VITERBO (BOY),999,1.0
BOYACÁ,SANTA SOFÍA (BOY),1,7.0
BOYACÁ,SANTA SOFÍA (BOY),80,3.0
BOYACÁ,SANTA SOFÍA (BOY),800,4.0
BOYACÁ,SANTANA (BOY),1,1.0
BOYACÁ,SANTANA (BOY),282,1.0
BOYACÁ,SATIVANORTE (BOY),1,1.0
BOYACÁ,SATIVANORTE (BOY),500,1.0
BOYACÁ,SOATÁ (BOY),1,3.0
BOYACÁ,SOATÁ (BOY),690,2.0
BOYACÁ,SOATÁ (BOY),800,1.0
BOYACÁ,SOCHA (BOY),1,9.0
BOYACÁ,SOCHA (BOY),690,1.0
BOYACÁ,SOCHA (BOY),720,5.0
BOYACÁ,SOCHA (BOY),999,3.0
BOYACÁ,SOGAMOSO (BOY),1,48.0
BOYACÁ,SOGAMOSO (BOY),210,1.0
BOYACÁ,SOGAMOSO (BOY),270,2.0
BOYACÁ,SOGAMOSO (BOY),470,25.0
BOYACÁ,SOGAMOSO (BOY),500,1.0
BOYACÁ,SOGAMOSO (BOY),580,1.0
BOYACÁ,SOGAMOSO (BOY),680,1.0
BOYACÁ,SOGAMOSO (BOY),690,5.0
BOYACÁ,SOGAMOSO (BOY),720,1.0
BOYACÁ,SOGAMOSO (BOY),730,2.0
BOYACÁ,SOGAMOSO (BOY),800,1.0
BOYACÁ,SOGAMOSO (BOY),850,1.0
BOYACÁ,SOGAMOSO (BOY),999,7.0
BOYACÁ,SORACÁ (BOY),1,3.0
BOYACÁ,SORACÁ (BOY),999,3.0
BOYACÁ,SUTAMARCHÁN (BOY),1,5.0
BOYACÁ,SUTAMARCHÁN (BOY),800,4.0
BOYACÁ,SUTAMARCHÁN (BOY),999,1.0
BOYACÁ,SUTATENZA (BOY),1,1.0
BOYACÁ,SUTATENZA (BOY),690,1.0
BOYACÁ,SÁCHICA (BOY),1,1.0
BOYACÁ,SÁCHICA (BOY),500,1.0
BOYACÁ,TASCO (BOY),1,1.0
BOYACÁ,TASCO (BOY),680,1.0
BOYACÁ,TENZA (BOY),1,5.0
BOYACÁ,TENZA (BOY),800,5.0
BOYACÁ,TIBANÁ (BOY),1,2.0
BOYACÁ,TIBANÁ (BOY),470,1.0
BOYACÁ,TIBANÁ (BOY),800,1.0
BOYACÁ,TIBASOSA (BOY),1,4.0
BOYACÁ,TIBASOSA (BOY),280,1.0
BOYACÁ,TIBASOSA (BOY),282,1.0
BOYACÁ,TIBASOSA (BOY),470,2.0
BOYACÁ,TINJACÁ (BOY),1,1.0
BOYACÁ,TINJACÁ (BOY),500,1.0
BOYACÁ,TOGÜÍ (BOY),1,1.0
BOYACÁ,TOGÜÍ (BOY),720,1.0
BOYACÁ,TUNJA (BOY),1,96.0
BOYACÁ,TUNJA (BOY),200,3.0
BOYACÁ,TUNJA (BOY),220,1.0
BOYACÁ,TUNJA (BOY),250,1.0
BOYACÁ,TUNJA (BOY),281,1.0
BOYACÁ,TUNJA (BOY),340,1.0
BOYACÁ,TUNJA (BOY),350,1.0
BOYACÁ,TUNJA (BOY),470,49.0
BOYACÁ,TUNJA (BOY),500,2.0
BOYACÁ,TUNJA (BOY),505,1.0
BOYACÁ,TUNJA (BOY),560,7.0
BOYACÁ,TUNJA (BOY),580,1.0
BOYACÁ,TUNJA (BOY),660,1.0
BOYACÁ,TUNJA (BOY),690,13.0
BOYACÁ,TUNJA (BOY),750,1.0
BOYACÁ,TUNJA (BOY),850,1.0
BOYACÁ,TUNJA (BOY),900,2.0
BOYACÁ,TUNJA (BOY),999,10.0
BOYACÁ,TUNUNGUÁ (BOY),1,3.0
BOYACÁ,TUNUNGUÁ (BOY),500,3.0
BOYACÁ,TURMEQUÉ (BOY),1,1.0
BOYACÁ,TURMEQUÉ (BOY),999,1.0
BOYACÁ,TUTA (BOY),1,6.0
BOYACÁ,TUTA (BOY),40,1.0
BOYACÁ,TUTA (BOY),690,5.0
BOYACÁ,VILLA DE LEYVA (BOY),1,18.0
BOYACÁ,VILLA DE LEYVA (BOY),40,2.0
BOYACÁ,VILLA DE LEYVA (BOY),200,1.0
BOYACÁ,VILLA DE LEYVA (BOY),470,10.0
BOYACÁ,VILLA DE LEYVA (BOY),660,3.0
BOYACÁ,VILLA DE LEYVA (BOY),999,2.0
BOYACÁ,ZETAQUIRA (BOY),1,1.0
BOYACÁ,ZETAQUIRA (BOY),565,1.0
BOYACÁ,ÚMBITA (BOY),1,2.0
BOYACÁ,ÚMBITA (BOY),210,1.0
BOYACÁ,ÚMBITA (BOY),690,1.0
CALDAS,AGUADAS (CAL),1,65.0
CALDAS,AGUADAS (CAL),280,41.0
CALDAS,AGUADAS (CAL),282,3.0
CALDAS,AGUADAS (CAL),510,2.0
CALDAS,AGUADAS (CAL),580,7.0
CALDAS,AGUADAS (CAL),720,7.0
CALDAS,AGUADAS (CAL),800,5.0
CALDAS,ANSERMA (CAL),1,923.0
CALDAS,ANSERMA (CAL),40,1.0
CALDAS,ANSERMA (CAL),200,2.0
CALDAS,ANSERMA (CAL),230,2.0
CALDAS,ANSERMA (CAL),280,152.0
CALDAS,ANSERMA (CAL),281,16.0
CALDAS,ANSERMA (CAL),282,557.0
CALDAS,ANSERMA (CAL),283,2.0
CALDAS,ANSERMA (CAL),284,1.0
CALDAS,ANSERMA (CAL),330,6.0
CALDAS,ANSERMA (CAL),410,1.0
CALDAS,ANSERMA (CAL),500,20.0
CALDAS,ANSERMA (CAL),560,2.0
CALDAS,ANSERMA (CAL),660,1.0
CALDAS,ANSERMA (CAL),720,27.0
CALDAS,ANSERMA (CAL),800,92.0
CALDAS,ANSERMA (CAL),840,8.0
CALDAS,ANSERMA (CAL),900,5.0
CALDAS,ANSERMA (CAL),950,1.0
CALDAS,ANSERMA (CAL),999,27.0
CALDAS,ARANZAZU (CAL),1,2.0
CALDAS,ARANZAZU (CAL),282,2.0
CALDAS,BELALCÁZAR (CAL),1,1065.0
CALDAS,BELALCÁZAR (CAL),280,50.0
CALDAS,BELALCÁZAR (CAL),281,2.0
CALDAS,BELALCÁZAR (CAL),282,957.0
CALDAS,BELALCÁZAR (CAL),500,9.0
CALDAS,BELALCÁZAR (CAL),720,43.0
CALDAS,BELALCÁZAR (CAL),800,2.0
CALDAS,BELALCÁZAR (CAL),999,2.0
CALDAS,CHINCHINÁ (CAL),1,83.0
CALDAS,CHINCHINÁ (CAL),280,17.0
CALDAS,CHINCHINÁ (CAL),282,19.0
CALDAS,CHINCHINÁ (CAL),284,1.0
CALDAS,CHINCHINÁ (CAL),290,1.0
CALDAS,CHINCHINÁ (CAL),330,14.0
CALDAS,CHINCHINÁ (CAL),340,1.0
CALDAS,CHINCHINÁ (CAL),350,2.0
CALDAS,CHINCHINÁ (CAL),470,2.0
CALDAS,CHINCHINÁ (CAL),720,11.0
CALDAS,CHINCHINÁ (CAL),870,5.0
CALDAS,CHINCHINÁ (CAL),999,10.0
CALDAS,FILADELFIA (CAL),1,196.0
CALDAS,FILADELFIA (CAL),70,1.0
CALDAS,FILADELFIA (CAL),80,1.0
CALDAS,FILADELFIA (CAL),200,1.0
CALDAS,FILADELFIA (CAL),280,5.0
CALDAS,FILADELFIA (CAL),281,1.0
CALDAS,FILADELFIA (CAL),282,177.0
CALDAS,FILADELFIA (CAL),284,1.0
CALDAS,FILADELFIA (CAL),330,1.0
CALDAS,FILADELFIA (CAL),470,2.0
CALDAS,FILADELFIA (CAL),720,6.0
CALDAS,LA DORADA (CAL),1,445.0
CALDAS,LA DORADA (CAL),40,1.0
CALDAS,LA DORADA (CAL),50,1.0
CALDAS,LA DORADA (CAL),180,31.0
CALDAS,LA DORADA (CAL),200,11.0
CALDAS,LA DORADA (CAL),210,7.0
CALDAS,LA DORADA (CAL),220,1.0
CALDAS,LA DORADA (CAL),280,66.0
CALDAS,LA DORADA (CAL),281,13.0
CALDAS,LA DORADA (CAL),282,9.0
CALDAS,LA DORADA (CAL),290,8.0
CALDAS,LA DORADA (CAL),291,2.0
CALDAS,LA DORADA (CAL),292,2.0
CALDAS,LA DORADA (CAL),330,8.0
CALDAS,LA DORADA (CAL),380,1.0
CALDAS,LA DORADA (CAL),410,4.0
CALDAS,LA DORADA (CAL),450,1.0
CALDAS,LA DORADA (CAL),455,1.0
CALDAS,LA DORADA (CAL),500,34.0
CALDAS,LA DORADA (CAL),501,25.0
CALDAS,LA DORADA (CAL),560,12.0
CALDAS,LA DORADA (CAL),580,1.0
CALDAS,LA DORADA (CAL),590,3.0
CALDAS,LA DORADA (CAL),650,7.0
CALDAS,LA DORADA (CAL),720,40.0
CALDAS,LA DORADA (CAL),730,1.0
CALDAS,LA DORADA (CAL),750,3.0
CALDAS,LA DORADA (CAL),770,2.0
CALDAS,LA DORADA (CAL),800,131.0
CALDAS,LA DORADA (CAL),820,1.0
CALDAS,LA DORADA (CAL),999,18.0
CALDAS,LA MERCED (CAL),1,16.0
CALDAS,LA MERCED (CAL),50,4.0
CALDAS,LA MERCED (CAL),200,1.0
CALDAS,LA MERCED (CAL),280,1.0
CALDAS,LA MERCED (CAL),282,1.0
CALDAS,LA MERCED (CAL),999,9.0
CALDAS,MANIZALES (CAL),1,4104.0
CALDAS,MANIZALES (CAL),20,8.0
CALDAS,MANIZALES (CAL),21,1.0
CALDAS,MANIZALES (CAL),26,1.0
CALDAS,MANIZALES (CAL),40,8.0
CALDAS,MANIZALES (CAL),50,34.0
CALDAS,MANIZALES (CAL),70,3.0
CALDAS,MANIZALES (CAL),80,2.0
CALDAS,MANIZALES (CAL),100,1.0
CALDAS,MANIZALES (CAL),110,1.0
CALDAS,MANIZALES (CAL),130,5.0
CALDAS,MANIZALES (CAL),150,1.0
CALDAS,MANIZALES (CAL),170,1.0
CALDAS,MANIZALES (CAL),180,12.0
CALDAS,MANIZALES (CAL),200,29.0
CALDAS,MANIZALES (CAL),210,20.0
CALDAS,MANIZALES (CAL),220,1.0
CALDAS,MANIZALES (CAL),230,1.0
CALDAS,MANIZALES (CAL),240,1.0
CALDAS,MANIZALES (CAL),250,4.0
CALDAS,MANIZALES (CAL),260,10.0
CALDAS,MANIZALES (CAL),280,628.0
CALDAS,MANIZALES (CAL),281,42.0
CALDAS,MANIZALES (CAL),282,256.0
CALDAS,MANIZALES (CAL),283,2.0
CALDAS,MANIZALES (CAL),284,3.0
CALDAS,MANIZALES (CAL),290,20.0
CALDAS,MANIZALES (CAL),291,1.0
CALDAS,MANIZALES (CAL),310,5.0
CALDAS,MANIZALES (CAL),330,112.0
CALDAS,MANIZALES (CAL),340,119.0
CALDAS,MANIZALES (CAL),350,15.0
CALDAS,MANIZALES (CAL),431,1.0
CALDAS,MANIZALES (CAL),470,7.0
CALDAS,MANIZALES (CAL),500,96.0
CALDAS,MANIZALES (CAL),540,1.0
CALDAS,MANIZALES (CAL),550,18.0
CALDAS,MANIZALES (CAL),560,149.0
CALDAS,MANIZALES (CAL),565,8.0
CALDAS,MANIZALES (CAL),570,17.0
CALDAS,MANIZALES (CAL),580,8.0
CALDAS,MANIZALES (CAL),590,8.0
CALDAS,MANIZALES (CAL),600,8.0
CALDAS,MANIZALES (CAL),650,4.0
CALDAS,MANIZALES (CAL),680,4.0
CALDAS,MANIZALES (CAL),700,10.0
CALDAS,MANIZALES (CAL),710,2.0
CALDAS,MANIZALES (CAL),720,1405.0
CALDAS,MANIZALES (CAL),730,8.0
CALDAS,MANIZALES (CAL),750,72.0
CALDAS,MANIZALES (CAL),770,1.0
CALDAS,MANIZALES (CAL),790,43.0
CALDAS,MANIZALES (CAL),800,685.0
CALDAS,MANIZALES (CAL),820,5.0
CALDAS,MANIZALES (CAL),850,31.0
CALDAS,MANIZALES (CAL),870,3.0
CALDAS,MANIZALES (CAL),999,163.0
CALDAS,MANZANARES (CAL),1,83.0
CALDAS,MANZANARES (CAL),50,5.0
CALDAS,MANZANARES (CAL),150,1.0
CALDAS,MANZANARES (CAL),280,12.0
CALDAS,MANZANARES (CAL),282,8.0
CALDAS,MANZANARES (CAL),292,4.0
CALDAS,MANZANARES (CAL),330,1.0
CALDAS,MANZANARES (CAL),340,3.0
CALDAS,MANZANARES (CAL),720,41.0
CALDAS,MANZANARES (CAL),800,5.0
CALDAS,MANZANARES (CAL),999,3.0
CALDAS,MARMATO (CAL),1,2107.0
CALDAS,MARMATO (CAL),20,1.0
CALDAS,MARMATO (CAL),21,6.0
CALDAS,MARMATO (CAL),40,2.0
CALDAS,MARMATO (CAL),110,1.0
CALDAS,MARMATO (CAL),130,1.0
CALDAS,MARMATO (CAL),220,1.0
CALDAS,MARMATO (CAL),280,44.0
CALDAS,MARMATO (CAL),281,19.0
CALDAS,MARMATO (CAL),282,1981.0
CALDAS,MARMATO (CAL),284,1.0
CALDAS,MARMATO (CAL),330,21.0
CALDAS,MARMATO (CAL),720,9.0
CALDAS,MARMATO (CAL),800,8.0
CALDAS,MARMATO (CAL),999,12.0
CALDAS,MARQUETALIA (CAL),1,5.0
CALDAS,MARQUETALIA (CAL),720,1.0
CALDAS,MARQUETALIA (CAL),800,4.0
CALDAS,NEIRA (CAL),1,101.0
CALDAS,NEIRA (CAL),50,1.0
CALDAS,NEIRA (CAL),150,1.0
CALDAS,NEIRA (CAL),280,20.0
CALDAS,NEIRA (CAL),282,29.0
CALDAS,NEIRA (CAL),284,3.0
CALDAS,NEIRA (CAL),330,6.0
CALDAS,NEIRA (CAL),720,36.0
CALDAS,NEIRA (CAL),999,5.0
CALDAS,NORCASIA (CAL),1,8.0
CALDAS,NORCASIA (CAL),280,1.0
CALDAS,NORCASIA (CAL),282,1.0
CALDAS,NORCASIA (CAL),460,1.0
CALDAS,NORCASIA (CAL),680,2.0
CALDAS,NORCASIA (CAL),800,3.0
CALDAS,PALESTINA (CAL),1,93.0
CALDAS,PALESTINA (CAL),40,1.0
CALDAS,PALESTINA (CAL),280,9.0
CALDAS,PALESTINA (CAL),282,59.0
CALDAS,PALESTINA (CAL),330,3.0
CALDAS,PALESTINA (CAL),500,1.0
CALDAS,PALESTINA (CAL),750,1.0
CALDAS,PALESTINA (CAL),800,12.0
CALDAS,PALESTINA (CAL),999,7.0
CALDAS,PENSILVANIA (CAL),1,105.0
CALDAS,PENSILVANIA (CAL),26,1.0
CALDAS,PENSILVANIA (CAL),50,3.0
CALDAS,PENSILVANIA (CAL),280,13.0
CALDAS,PENSILVANIA (CAL),282,1.0
CALDAS,PENSILVANIA (CAL),340,2.0
CALDAS,PENSILVANIA (CAL),580,1.0
CALDAS,PENSILVANIA (CAL),720,74.0
CALDAS,PENSILVANIA (CAL),750,1.0
CALDAS,PENSILVANIA (CAL),800,7.0
CALDAS,PENSILVANIA (CAL),999,2.0
CALDAS,PÁCORA (CAL),1,65.0
CALDAS,PÁCORA (CAL),280,5.0
CALDAS,PÁCORA (CAL),282,2.0
CALDAS,PÁCORA (CAL),720,56.0
CALDAS,PÁCORA (CAL),800,2.0
CALDAS,RIOSUCIO (CAL),1,36422.0
CALDAS,RIOSUCIO (CAL),40,3.0
CALDAS,RIOSUCIO (CAL),50,11.0
CALDAS,RIOSUCIO (CAL),150,1.0
CALDAS,RIOSUCIO (CAL),200,1.0
CALDAS,RIOSUCIO (CAL),250,1.0
CALDAS,RIOSUCIO (CAL),280,2957.0
CALDAS,RIOSUCIO (CAL),281,55.0
CALDAS,RIOSUCIO (CAL),282,32653.0
CALDAS,RIOSUCIO (CAL),283,5.0
CALDAS,RIOSUCIO (CAL),284,7.0
CALDAS,RIOSUCIO (CAL),330,549.0
CALDAS,RIOSUCIO (CAL),350,2.0
CALDAS,RIOSUCIO (CAL),390,1.0
CALDAS,RIOSUCIO (CAL),400,12.0
CALDAS,RIOSUCIO (CAL),500,2.0
CALDAS,RIOSUCIO (CAL),530,1.0
CALDAS,RIOSUCIO (CAL),560,6.0
CALDAS,RIOSUCIO (CAL),640,1.0
CALDAS,RIOSUCIO (CAL),670,3.0
CALDAS,RIOSUCIO (CAL),720,115.0
CALDAS,RIOSUCIO (CAL),800,17.0
CALDAS,RIOSUCIO (CAL),810,1.0
CALDAS,RIOSUCIO (CAL),870,3.0
CALDAS,RIOSUCIO (CAL),999,15.0
CALDAS,RISARALDA (CAL),1,278.0
CALDAS,RISARALDA (CAL),40,4.0
CALDAS,RISARALDA (CAL),150,1.0
CALDAS,RISARALDA (CAL),230,1.0
CALDAS,RISARALDA (CAL),280,49.0
CALDAS,RISARALDA (CAL),282,196.0
CALDAS,RISARALDA (CAL),284,1.0
CALDAS,RISARALDA (CAL),330,7.0
CALDAS,RISARALDA (CAL),500,9.0
CALDAS,RISARALDA (CAL),720,2.0
CALDAS,RISARALDA (CAL),999,8.0
CALDAS,SALAMINA (CAL),1,90.0
CALDAS,SALAMINA (CAL),200,2.0
CALDAS,SALAMINA (CAL),210,1.0
CALDAS,SALAMINA (CAL),280,38.0
CALDAS,SALAMINA (CAL),282,3.0
CALDAS,SALAMINA (CAL),350,3.0
CALDAS,SALAMINA (CAL),500,14.0
CALDAS,SALAMINA (CAL),720,18.0
CALDAS,SALAMINA (CAL),800,9.0
CALDAS,SALAMINA (CAL),850,1.0
CALDAS,SALAMINA (CAL),999,1.0
CALDAS,SAMANÁ (CAL),1,98.0
CALDAS,SAMANÁ (CAL),50,52.0
CALDAS,SAMANÁ (CAL),280,30.0
CALDAS,SAMANÁ (CAL),281,1.0
CALDAS,SAMANÁ (CAL),282,6.0
CALDAS,SAMANÁ (CAL),330,1.0
CALDAS,SAMANÁ (CAL),340,1.0
CALDAS,SAMANÁ (CAL),350,1.0
CALDAS,SAMANÁ (CAL),510,1.0
CALDAS,SAMANÁ (CAL),720,1.0
CALDAS,SAMANÁ (CAL),730,1.0
CALDAS,SAMANÁ (CAL),800,2.0
CALDAS,SAMANÁ (CAL),999,1.0
CALDAS,SAN JOSÉ (CAL),1,282.0
CALDAS,SAN JOSÉ (CAL),280,10.0
CALDAS,SAN JOSÉ (CAL),282,264.0
CALDAS,SAN JOSÉ (CAL),284,1.0
CALDAS,SAN JOSÉ (CAL),330,2.0
CALDAS,SAN JOSÉ (CAL),500,4.0
CALDAS,SAN JOSÉ (CAL),999,1.0
CALDAS,SUPÍA (CAL),1,8480.0
CALDAS,SUPÍA (CAL),21,2.0
CALDAS,SUPÍA (CAL),50,18.0
CALDAS,SUPÍA (CAL),200,1.0
CALDAS,SUPÍA (CAL),252,2.0
CALDAS,SUPÍA (CAL),280,459.0
CALDAS,SUPÍA (CAL),281,262.0
CALDAS,SUPÍA (CAL),282,6563.0
CALDAS,SUPÍA (CAL),283,5.0
CALDAS,SUPÍA (CAL),284,1.0
CALDAS,SUPÍA (CAL),285,1.0
CALDAS,SUPÍA (CAL),330,1110.0
CALDAS,SUPÍA (CAL),540,1.0
CALDAS,SUPÍA (CAL),999,55.0
CALDAS,VICTORIA (CAL),1,4.0
CALDAS,VICTORIA (CAL),25,1.0
CALDAS,VICTORIA (CAL),50,1.0
CALDAS,VICTORIA (CAL),200,1.0
CALDAS,VICTORIA (CAL),280,1.0
CALDAS,VILLAMARÍA (CAL),1,509.0
CALDAS,VILLAMARÍA (CAL),20,1.0
CALDAS,VILLAMARÍA (CAL),40,12.0
CALDAS,VILLAMARÍA (CAL),200,9.0
CALDAS,VILLAMARÍA (CAL),280,121.0
CALDAS,VILLAMARÍA (CAL),282,32.0
CALDAS,VILLAMARÍA (CAL),290,27.0
CALDAS,VILLAMARÍA (CAL),330,6.0
CALDAS,VILLAMARÍA (CAL),470,4.0
CALDAS,VILLAMARÍA (CAL),500,4.0
CALDAS,VILLAMARÍA (CAL),530,1.0
CALDAS,VILLAMARÍA (CAL),560,21.0
CALDAS,VILLAMARÍA (CAL),570,4.0
CALDAS,VILLAMARÍA (CAL),610,1.0
CALDAS,VILLAMARÍA (CAL),720,161.0
CALDAS,VILLAMARÍA (CAL),730,3.0
CALDAS,VILLAMARÍA (CAL),800,77.0
CALDAS,VILLAMARÍA (CAL),850,8.0
CALDAS,VILLAMARÍA (CAL),870,2.0
CALDAS,VILLAMARÍA (CAL),999,15.0
CALDAS,VITERBO (CAL),1,172.0
CALDAS,VITERBO (CAL),200,1.0
CALDAS,VITERBO (CAL),280,36.0
CALDAS,VITERBO (CAL),281,11.0
CALDAS,VITERBO (CAL),282,105.0
CALDAS,VITERBO (CAL),560,1.0
CALDAS,VITERBO (CAL),580,1.0
CALDAS,VITERBO (CAL),720,4.0
CALDAS,VITERBO (CAL),800,3.0
CALDAS,VITERBO (CAL),999,10.0
CAQUETÁ,ALBANIA (CAQ),1,107.0
CAQUETÁ,ALBANIA (CAQ),190,1.0
CAQUETÁ,ALBANIA (CAQ),200,103.0
CAQUETÁ,ALBANIA (CAQ),500,1.0
CAQUETÁ,ALBANIA (CAQ),660,1.0
CAQUETÁ,ALBANIA (CAQ),999,1.0
CAQUETÁ,BELÉN DE LOS ANDAQUÍES (CAQ),1,279.0
CAQUETÁ,BELÉN DE LOS ANDAQUÍES (CAQ),190,4.0
CAQUETÁ,BELÉN DE LOS ANDAQUÍES (CAQ),281,88.0
CAQUETÁ,BELÉN DE LOS ANDAQUÍES (CAQ),282,1.0
CAQUETÁ,BELÉN DE LOS ANDAQUÍES (CAQ),290,68.0
CAQUETÁ,BELÉN DE LOS ANDAQUÍES (CAQ),500,89.0
CAQUETÁ,BELÉN DE LOS ANDAQUÍES (CAQ),580,28.0
CAQUETÁ,BELÉN DE LOS ANDAQUÍES (CAQ),999,1.0
CAQUETÁ,CARTAGENA DEL CHAIRÁ (CAQ),1,179.0
CAQUETÁ,CARTAGENA DEL CHAIRÁ (CAQ),30,2.0
CAQUETÁ,CARTAGENA DEL CHAIRÁ (CAQ),60,1.0
CAQUETÁ,CARTAGENA DEL CHAIRÁ (CAQ),190,1.0
CAQUETÁ,CARTAGENA DEL CHAIRÁ (CAQ),200,4.0
CAQUETÁ,CARTAGENA DEL CHAIRÁ (CAQ),240,1.0
CAQUETÁ,CARTAGENA DEL CHAIRÁ (CAQ),280,60.0
CAQUETÁ,CARTAGENA DEL CHAIRÁ (CAQ),282,29.0
CAQUETÁ,CARTAGENA DEL CHAIRÁ (CAQ),330,2.0
CAQUETÁ,CARTAGENA DEL CHAIRÁ (CAQ),340,1.0
